seed_1,seed_2,spearman_correlation,pearson_correlation,cluster_ordering,rotation,distance_consistency,silhouette_coefficient,trustworthiness,continuity,local_continuity,mrre_missing,mrre_false,label_preservation,file_name_1,file_name_2,config,TM
42,0,0.3358270354817697,0.3427085903935027,0.0220052749675235,-5.269228754256687,0.0031818985327912,0.0006049605092871,0.5701436137301217,0.5706461713339592,0.0129421913267977,0.5699791998610322,0.5705592874777631,0.3061819742922875,20_newsgroups/random_seed_42/jitter_amount_0.0/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_200_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.0/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_200_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,mds,bert_all_distilroberta_v1
42,0,0.3358270354817697,0.3427085903935027,0.0220052749675235,-5.269228754256687,0.0031818985327912,0.0006049605092871,0.5701436137301217,0.5706461713339592,0.0129421913267977,0.5699791998610322,0.5705592874777631,0.3061819742922875,20_newsgroups/random_seed_42/jitter_amount_0.0/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_250_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.0/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_250_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,mds,bert_all_distilroberta_v1
0,42,0.3358270354817698,0.3427085903935026,0.0220052749675235,5.269228754256657,0.0031818985327912,0.0006049605092871,0.5706461713339592,0.5701436137301217,0.0129421913267977,0.5705592874777631,0.5699791998610322,0.3061819742922875,20_newsgroups/random_seed_0/jitter_amount_0.0/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_300_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_42/jitter_amount_0.0/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_300_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,mds,bert_all_distilroberta_v1
0,42,0.3358270354817698,0.3427085903935026,0.0220052749675235,5.269228754256657,0.0031818985327912,0.0006049605092871,0.5706461713339592,0.5701436137301217,0.0129421913267977,0.5705592874777631,0.5699791998610322,0.3061819742922875,20_newsgroups/random_seed_0/jitter_amount_0.0/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_150_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_42/jitter_amount_0.0/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_150_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,mds,bert_all_distilroberta_v1
0,42,0.3358365992316762,0.3427240028625788,0.2167224343581467,3.938751859854556,0.0056567085027399,0.0015037371042931,0.5720911927081824,0.5668101973366785,0.0132199761193429,0.571442010924684,0.5677092014420788,0.3047551705851226,20_newsgroups/random_seed_0/jitter_amount_0.0/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_100_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_42/jitter_amount_0.0/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_100_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,mds,bert_all_distilroberta_v1
42,0,0.3892022968750089,0.3897776214736693,0.2108508618842044,111.28121434288713,0.0038889870956337,0.0010870293785043,0.5779571619713944,0.5762803222360788,0.0130810837230703,0.5787667157405056,0.5771725545248351,0.3033914997853543,20_newsgroups/random_seed_42/jitter_amount_0.0/mds_20_newsgroups_bert_all_mpnet_base_v2_n_categories_20_True_cosine_100_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.0/mds_20_newsgroups_bert_all_mpnet_base_v2_n_categories_20_True_cosine_100_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,mds,bert_all_mpnet_base_v2
42,0,0.3891974496320101,0.389774255147447,0.2270781666207403,108.37692058037447,0.0035354428142124,0.0010201461409042,0.5788376356276994,0.5763900929520379,0.0136240267266815,0.5770095954115632,0.5775250500924639,0.3027349175484297,20_newsgroups/random_seed_42/jitter_amount_0.0/mds_20_newsgroups_bert_all_mpnet_base_v2_n_categories_20_True_cosine_250_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.0/mds_20_newsgroups_bert_all_mpnet_base_v2_n_categories_20_True_cosine_250_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,mds,bert_all_mpnet_base_v2
0,42,0.3891974496320101,0.3897742551474459,0.2270781666207403,-108.37692058037447,0.0035354428142124,0.0010201461409042,0.5763900929520379,0.5788376356276994,0.0136240267266815,0.5775250500924639,0.5770095954115632,0.3027349175484297,20_newsgroups/random_seed_0/jitter_amount_0.0/mds_20_newsgroups_bert_all_mpnet_base_v2_n_categories_20_True_cosine_150_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_42/jitter_amount_0.0/mds_20_newsgroups_bert_all_mpnet_base_v2_n_categories_20_True_cosine_150_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,mds,bert_all_mpnet_base_v2
0,42,0.3891974496320101,0.3897742551474459,0.2270781666207403,-108.37692058037447,0.0035354428142124,0.0010201461409042,0.5763900929520379,0.5788376356276994,0.0136240267266815,0.5775250500924639,0.5770095954115632,0.3027349175484297,20_newsgroups/random_seed_0/jitter_amount_0.0/mds_20_newsgroups_bert_all_mpnet_base_v2_n_categories_20_True_cosine_200_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_42/jitter_amount_0.0/mds_20_newsgroups_bert_all_mpnet_base_v2_n_categories_20_True_cosine_200_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,mds,bert_all_mpnet_base_v2
0,42,0.3891974496320101,0.3897742551474459,0.2270781666207403,-108.37692058037447,0.0035354428142124,0.0010201461409042,0.5763900929520379,0.5788376356276994,0.0136240267266815,0.5775250500924639,0.5770095954115632,0.3027349175484297,20_newsgroups/random_seed_0/jitter_amount_0.0/mds_20_newsgroups_bert_all_mpnet_base_v2_n_categories_20_True_cosine_300_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_42/jitter_amount_0.0/mds_20_newsgroups_bert_all_mpnet_base_v2_n_categories_20_True_cosine_300_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,mds,bert_all_mpnet_base_v2
