seed_1,seed_2,spearman_correlation,pearson_correlation,cluster_ordering,rotation,distance_consistency,silhouette_coefficient,trustworthiness,continuity,local_continuity,mrre_missing,mrre_false,label_preservation,file_name_1,file_name_2,config,TM
42,0,0.2803303846732515,0.2898344670348517,-0.0064935064935064,-126.9962999503279,0.0220658778381835,0.0038204610493968,0.5640302181663335,0.5654971099076089,0.0237555084753069,0.5627388999525426,0.5643319917546636,0.5937685595504729,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bert_all_distilroberta_v1_n_categories_7_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bert_all_distilroberta_v1_n_categories_7_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,mds,bert_all_distilroberta_v1
42,0,0.2803303846732515,0.2898344670348517,-0.0064935064935064,-126.9962999503279,0.0220658778381835,0.0038204610493968,0.5640302181663335,0.5654971099076089,0.0237555084753069,0.5627388999525426,0.5643319917546636,0.5937685595504729,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bert_all_distilroberta_v1_n_categories_7_True_cosine_200_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bert_all_distilroberta_v1_n_categories_7_True_cosine_200_28d047b098c287e_68fe285025d5175.npy,mds,bert_all_distilroberta_v1
42,0,0.2803282958421147,0.2898341219473893,-0.009090909090909,-126.8949483488973,0.0207866965142308,0.0037620240023152,0.563119112295547,0.5651226420665687,0.0235270832388868,0.5624062293430155,0.5650522114644926,0.593037598793926,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bert_all_distilroberta_v1_n_categories_7_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bert_all_distilroberta_v1_n_categories_7_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,mds,bert_all_distilroberta_v1
42,0,0.2803303846732515,0.2898344670348517,-0.0064935064935064,-126.9962999503279,0.0220658778381835,0.0038204610493968,0.5640302181663335,0.5654971099076089,0.0237555084753069,0.5627388999525426,0.5643319917546636,0.5937685595504729,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bert_all_distilroberta_v1_n_categories_7_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bert_all_distilroberta_v1_n_categories_7_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,mds,bert_all_distilroberta_v1
42,0,0.2803303846732515,0.2898344670348517,-0.0064935064935064,-126.9962999503279,0.0220658778381835,0.0038204610493968,0.5640302181663335,0.5654971099076089,0.0237555084753069,0.5627388999525426,0.5643319917546636,0.5937685595504729,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bert_all_distilroberta_v1_n_categories_7_True_cosine_300_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bert_all_distilroberta_v1_n_categories_7_True_cosine_300_28d047b098c287e_68fe285025d5175.npy,mds,bert_all_distilroberta_v1
42,0,0.3426153183401965,0.3482206860547708,0.3285714285714285,-119.5754200396665,0.0367764630636392,0.008240890412827,0.5700468186698309,0.5766035173029331,0.0271362019743247,0.5689665584270548,0.5765516882287012,0.595915756772821,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bert_all_mpnet_base_v2_n_categories_7_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bert_all_mpnet_base_v2_n_categories_7_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,mds,bert_all_mpnet_base_v2
42,0,0.3426165931990795,0.3482216700837212,0.3311688311688311,-119.59111281747948,0.0374160537256156,0.0082318293362579,0.570671571954448,0.576589090445896,0.027593052447165,0.5701391417775612,0.5765359325923228,0.5969208278130697,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bert_all_mpnet_base_v2_n_categories_7_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bert_all_mpnet_base_v2_n_categories_7_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,mds,bert_all_mpnet_base_v2
42,0,0.3426165931990795,0.3482216700837212,0.3311688311688311,-119.59111281747948,0.0374160537256156,0.0082318293362579,0.570671571954448,0.576589090445896,0.027593052447165,0.5701391417775612,0.5765359325923228,0.5969208278130697,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bert_all_mpnet_base_v2_n_categories_7_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bert_all_mpnet_base_v2_n_categories_7_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,mds,bert_all_mpnet_base_v2
42,0,0.3426165931990795,0.3482216700837212,0.3311688311688311,-119.59111281747948,0.0374160537256156,0.0082318293362579,0.570671571954448,0.576589090445896,0.027593052447165,0.5701391417775612,0.5765359325923228,0.5969208278130697,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bert_all_mpnet_base_v2_n_categories_7_True_cosine_300_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bert_all_mpnet_base_v2_n_categories_7_True_cosine_300_28d047b098c287e_68fe285025d5175.npy,mds,bert_all_mpnet_base_v2
42,0,0.3426165931990795,0.3482216700837212,0.3311688311688311,-119.59111281747948,0.0374160537256156,0.0082318293362579,0.570671571954448,0.576589090445896,0.027593052447165,0.5701391417775612,0.5765359325923228,0.5969208278130697,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bert_all_mpnet_base_v2_n_categories_7_True_cosine_200_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bert_all_mpnet_base_v2_n_categories_7_True_cosine_200_28d047b098c287e_68fe285025d5175.npy,mds,bert_all_mpnet_base_v2
0,42,0.5591151000652369,0.5470043321435406,0.5272727272727272,41.20303937398804,0.0342181004157339,9.122112907575251e-05,0.5905218129679968,0.593958571813874,0.0275473673998809,0.5861004807336418,0.5929654310759869,0.5979715839006021,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bow_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bow_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,mds,bow
0,42,0.5591265116270615,0.5470144510876085,0.5584415584415584,42.77762482665389,0.0345378957467221,6.507079027884277e-06,0.5909238296549442,0.5928196858100307,0.0261311309340762,0.5893140806837307,0.592813406996734,0.597925898853316,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bow_True_cosine_200_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bow_True_cosine_200_28d047b098c287e_68fe285025d5175.npy,mds,bow
0,42,0.5591265116270615,0.5470144510876085,0.5584415584415584,42.777624826653714,0.0345378957467221,6.507079028023055e-06,0.5909238296549442,0.5928196858100307,0.0261311309340762,0.5893140806837307,0.592813406996734,0.597925898853316,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bow_True_cosine_300_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bow_True_cosine_300_28d047b098c287e_68fe285025d5175.npy,mds,bow
0,42,0.5591265116270615,0.5470144510876085,0.5584415584415584,42.77762482665389,0.0345378957467221,6.507079027884277e-06,0.5909238296549442,0.5928196858100307,0.0261311309340762,0.5893140806837307,0.592813406996734,0.597925898853316,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bow_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bow_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,mds,bow
0,42,0.5591265116270615,0.5470144510876085,0.5584415584415584,42.77762482665389,0.0345378957467221,6.507079027884277e-06,0.5909238296549442,0.5928196858100307,0.0261311309340762,0.5893140806837307,0.592813406996734,0.597925898853316,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_bow_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_bow_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,mds,bow
42,0,0.2613774167810382,0.2697898528909209,0.3285714285714285,27.032021283116464,0.0626798848736808,0.0017452118598186,0.5613354161570594,0.5640516678531682,0.0245321542791354,0.5628095190327698,0.5651789259556473,0.5796518799397055,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_doc2vec_n_topics_14_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_doc2vec_n_topics_14_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,mds,doc2vec
42,0,0.2613774167810382,0.2697898528909209,0.3285714285714285,27.032021283116464,0.0626798848736808,0.0017452118598186,0.5613354161570594,0.5640516678531682,0.0245321542791354,0.5628095190327698,0.5651789259556473,0.5796518799397055,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_doc2vec_n_topics_14_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_doc2vec_n_topics_14_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,mds,doc2vec
42,0,0.2613774167810382,0.2697898528909209,0.3285714285714285,27.032021283116464,0.0626798848736808,0.0017452118598186,0.5613354161570594,0.5640516678531682,0.0245321542791354,0.5628095190327698,0.5651789259556473,0.5796518799397055,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_doc2vec_n_topics_14_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_doc2vec_n_topics_14_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,mds,doc2vec
42,0,0.2613774167810382,0.2697898528909209,0.3285714285714285,27.032021283116464,0.0626798848736808,0.0017452118598186,0.5613354161570594,0.5640516678531682,0.0245321542791354,0.5628095190327698,0.5651789259556473,0.5796518799397055,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_doc2vec_n_topics_14_True_cosine_200_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_doc2vec_n_topics_14_True_cosine_200_28d047b098c287e_68fe285025d5175.npy,mds,doc2vec
42,0,0.2613774167810382,0.2697898528909209,0.3285714285714285,27.032021283116464,0.0626798848736808,0.0017452118598186,0.5613354161570594,0.5640516678531682,0.0245321542791354,0.5628095190327698,0.5651789259556473,0.5796518799397055,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_doc2vec_n_topics_14_True_cosine_300_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_doc2vec_n_topics_14_True_cosine_300_28d047b098c287e_68fe285025d5175.npy,mds,doc2vec
0,42,0.4545458274706156,0.4542101657350113,0.0064935064935064,-142.48999650243,0.0422129836904381,0.0006172574384031,0.5819031294022806,0.5817061822777086,0.0237098234280229,0.5806246218933161,0.5838794821136617,0.6165197130979162,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_lda_n_topics_14_alpha_auto_iterations_1000_topic_threshold_0.0_True_jensenshannon_300_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_lda_n_topics_14_alpha_auto_iterations_1000_topic_threshold_0.0_True_jensenshannon_300_28d047b098c287e_68fe285025d5175.npy,mds,lda
0,42,0.4545458274706156,0.4542101657350111,0.0064935064935064,-142.4899965024317,0.0422129836904381,0.0006172574384027,0.5819031294022806,0.5817061822777086,0.0237098234280229,0.5806246218933161,0.5838794821136617,0.6165197130979162,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_lda_n_topics_14_alpha_auto_iterations_1000_topic_threshold_0.0_True_jensenshannon_200_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_lda_n_topics_14_alpha_auto_iterations_1000_topic_threshold_0.0_True_jensenshannon_200_28d047b098c287e_68fe285025d5175.npy,mds,lda
0,42,0.4548196023842139,0.4544620194817666,0.1558441558441558,-63.30498134244543,0.06108090821874,0.0004701246536836,0.5847345173873244,0.5848658252446657,0.0250803748465436,0.586282029891399,0.5872860407413523,0.6113573027548219,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_lda_n_topics_14_alpha_auto_iterations_1000_topic_threshold_0.0_True_jensenshannon_100_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_42/jitter_amount_0.0/mds_seven_categories_lda_n_topics_14_alpha_auto_iterations_1000_topic_threshold_0.0_True_jensenshannon_100_28d047b098c287e_68fe285025d5175.npy,mds,lda
