jitter_1,jitter_2,spearman_correlation,pearson_correlation,cluster_ordering,rotation,distance_consistency,silhouette_coefficient,trustworthiness,continuity,local_continuity,mrre_missing,mrre_false,label_preservation,file_name_1,file_name_2
0.0,0.1,0.9499870443657001,0.9565971426383303,0.9976240776461224,,0.03261445996111012,0.0105000075595639,0.9998223163056764,0.9997654145821683,0.7784665732556343,0.9998289154557373,0.999787468464991,0.7366600166670548,models/20_newsgroups/bow_model_0.001_21212_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,models/20_newsgroups/bow_model_0.001_21212_58aaa17c4ffbd81_6377d5b9c5fe1a5_j0.1.npy
0.0,0.25,0.9492980986462562,0.9558186617364564,0.9978357761769172,,0.03429379529786103,0.011021791842054457,0.9998077593753697,0.999757867454461,0.7679612574648315,0.9998156915919795,0.9997784623922857,0.7463951109876156,models/20_newsgroups/bow_model_0.001_21212_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,models/20_newsgroups/bow_model_0.001_21212_58aaa17c4ffbd81_6377d5b9c5fe1a5_j0.25.npy
