jitter_1,jitter_2,spearman_correlation,pearson_correlation,cluster_ordering,rotation,distance_consistency,silhouette_coefficient,trustworthiness,continuity,local_continuity,mrre_missing,mrre_false,label_preservation,file_name_1,file_name_2,config,TM
0.0,0.1,0.542869436189408,0.4859356721981474,0.0790798986996286,-43.62057048962098,0.0233339225738023,0.00134907430424,0.7543203010874096,0.7443299751065209,0.0567059227341564,0.764196914338635,0.746379224741814,0.4281673779640935,20_newsgroups/random_seed_0/jitter_amount_0.0/som_20_newsgroups_bow_15_25_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.1/som_20_newsgroups_bow_15_25_58aaa17c4ffbd81_73f7c803a0f5a2d.npy,som,bow
0.0,0.1,0.9999999999999998,1.0,1.0,130.5335255491524,0.0,0.0,1.0,1.0,0.9993812428179968,1.0,1.0,1.0,20_newsgroups/random_seed_0/jitter_amount_0.0/tsne_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_5.0_12.0_10.0_1000_random_barnes_hut_0.5_cosine_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.1/tsne_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_5.0_12.0_10.0_1000_random_barnes_hut_0.5_cosine_58aaa17c4ffbd81_b97c4b125686ab5.npy,tsne,bert_all_distilroberta_v1
0.0,0.1,0.2144465908212078,0.2320158662291582,0.9468951611139544,-13.82366537235013,0.0080431324023333,0.006655842,0.7340766714937974,0.7489003775724326,0.232657335648624,0.7745057416176626,0.787466216793718,0.5110482587944175,20_newsgroups/random_seed_0/jitter_amount_0.0/umap_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_2_0.0_cosine_1.0_1.0_1_1.0_5_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.1/umap_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_2_0.0_cosine_1.0_1.0_1_1.0_5_58aaa17c4ffbd81_b97c4b125686ab5.npy,umap,bert_all_distilroberta_v1
0.0,0.1,0.1523154022834729,0.1704236071080032,0.8796450113066263,-14.54546954450984,0.0123740498497436,0.0037885457,0.7161134261978725,0.7198138669186285,0.2247278424796046,0.755875072329042,0.7571450065165453,0.4911235132200327,20_newsgroups/random_seed_0/jitter_amount_0.0/umap_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_2_0.25_cosine_1.0_1.0_1_1.0_5_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.1/umap_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_2_0.25_cosine_1.0_1.0_1_1.0_5_58aaa17c4ffbd81_b97c4b125686ab5.npy,umap,bert_all_distilroberta_v1
0.0,0.1,0.7077112034746499,0.6959937956058662,0.8331955543308533,-134.82316977751958,0.002563196040304,0.006628493,0.9282890100480174,0.9306285101614444,0.0975150340753519,0.9294892748968068,0.932605702415482,0.6200914164499024,20_newsgroups/random_seed_0/jitter_amount_0.0/umap_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_5_0.5_cosine_1.0_1.0_1_1.0_5_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.1/umap_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_5_0.5_cosine_1.0_1.0_1_1.0_5_58aaa17c4ffbd81_b97c4b125686ab5.npy,umap,bert_all_distilroberta_v1
0.0,0.1,1.0,0.9999999999999996,1.0,142.7029491699718,0.0,0.0,1.0,1.0,0.9993812428179968,1.0,1.0,1.0,20_newsgroups/random_seed_0/jitter_amount_0.0/tsne_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_5.0_12.0_10.0_5000_random_barnes_hut_0.5_cosine_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.1/tsne_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_5.0_12.0_10.0_5000_random_barnes_hut_0.5_cosine_58aaa17c4ffbd81_b97c4b125686ab5.npy,tsne,bert_all_distilroberta_v1
0.0,0.1,0.8832050375700413,0.8749614989710147,0.931183980894645,-113.9012207573911,0.0100760120205055,0.0057090595,0.9693369819488056,0.9682729017338928,0.1775044277469093,0.9696494701515854,0.968656576835203,0.7015581201545418,20_newsgroups/random_seed_0/jitter_amount_0.0/umap_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_10_0.25_cosine_1.0_1.0_1_1.0_5_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.1/umap_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_10_0.25_cosine_1.0_1.0_1_1.0_5_58aaa17c4ffbd81_b97c4b125686ab5.npy,umap,bert_all_distilroberta_v1
0.0,0.1,1.0,1.0,1.0,112.58491575876408,0.0,0.0,1.0,1.0,0.9993812428179968,1.0,1.0,1.0,20_newsgroups/random_seed_0/jitter_amount_0.0/tsne_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_5.0_12.0_auto_2500_random_barnes_hut_0.5_cosine_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.1/tsne_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_5.0_12.0_auto_2500_random_barnes_hut_0.5_cosine_58aaa17c4ffbd81_b97c4b125686ab5.npy,tsne,bert_all_distilroberta_v1
0.0,0.1,0.9999999999999998,1.0,1.0,142.80666666374108,0.0,0.0,1.0,1.0,0.9993812428179968,1.0,1.0,1.0,20_newsgroups/random_seed_0/jitter_amount_0.0/tsne_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_5.0_12.0_28.0_5000_random_barnes_hut_0.5_cosine_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.1/tsne_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_5.0_12.0_28.0_5000_random_barnes_hut_0.5_cosine_58aaa17c4ffbd81_b97c4b125686ab5.npy,tsne,bert_all_distilroberta_v1
0.0,0.1,0.9999999999999998,0.9999999999999992,1.0,-145.20189878146763,0.0,0.0,1.0,1.0,0.9993812428179968,1.0,1.0,1.0,20_newsgroups/random_seed_0/jitter_amount_0.0/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_250_58aaa17c4ffbd81_6377d5b9c5fe1a5.npy,20_newsgroups/random_seed_0/jitter_amount_0.1/mds_20_newsgroups_bert_all_distilroberta_v1_n_categories_20_True_cosine_250_58aaa17c4ffbd81_b97c4b125686ab5.npy,mds,bert_all_distilroberta_v1
