config,short_tm_name,spearman_correlation,pearson_correlation,cluster_ordering,rotation,distance_consistency,silhouette_coefficient,trustworthiness,continuity,local_continuity,mrre_missing,mrre_false,label_preservation,file_name_1,file_name_2
mds,NMF,1.0,0.9999999999999998,1.0,100.20251726691863,0.0,0.0,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_lsi_linear_combined_n_topics_14_decay_1.0_onepass_True_power_iters_2_extra_samples_100_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_lsi_linear_combined_n_topics_14_decay_1.0_onepass_True_power_iters_2_extra_samples_100_True_cosine_300_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,-160.79891321273675,0.0,1.6653345369377348e-16,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_n_topics_14_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_n_topics_14_True_cosine_150_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,-160.79891321273675,0.0,1.6653345369377348e-16,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_n_topics_14_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_n_topics_14_True_cosine_200_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,-160.79891321273675,0.0,1.6653345369377348e-16,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_n_topics_14_True_cosine_200_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_n_topics_14_True_cosine_250_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,-160.79891321273502,0.0,0.0,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_n_topics_14_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_n_topics_14_True_cosine_300_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,90.81369031350673,0.0,0.0,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_tfidf_n_topics_14_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_tfidf_n_topics_14_True_cosine_150_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,90.81369031350673,0.0,0.0,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_tfidf_n_topics_14_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_tfidf_n_topics_14_True_cosine_200_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,90.81369031350673,0.0,0.0,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_tfidf_n_topics_14_True_cosine_200_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_tfidf_n_topics_14_True_cosine_250_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,90.8136903135074,0.0,1.1102230246251563e-16,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_tfidf_n_topics_14_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_tfidf_n_topics_14_True_cosine_300_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,-121.74174138411328,0.0,0.0,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_n_topics_14_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_n_topics_14_True_cosine_150_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,-121.74174138411328,0.0,0.0,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_n_topics_14_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_n_topics_14_True_cosine_200_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,-121.74174138438087,0.0,2.3592239273284576e-16,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_n_topics_14_True_cosine_200_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_n_topics_14_True_cosine_250_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,-121.7417413843809,0.0,2.3592239273284576e-16,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_n_topics_14_True_cosine_250_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_n_topics_14_True_cosine_300_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,-47.224534417054336,0.0,0.0,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_tfidf_n_topics_14_True_cosine_100_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_tfidf_n_topics_14_True_cosine_150_28d047b098c287e_68fe285025d5175.npy
mds,NMF,1.0,1.0,1.0,-47.224534417054336,0.0,0.0,1.0,1.0,0.9977607165706976,1.0,1.0,1.0,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_tfidf_n_topics_14_True_cosine_150_28d047b098c287e_68fe285025d5175.npy,seven_categories/random_seed_0/jitter_amount_0.0/mds_seven_categories_nmf_linear_combined_tfidf_n_topics_14_True_cosine_200_28d047b098c287e_68fe285025d5175.npy
