jitter_1,jitter_2,spearman_correlation,pearson_correlation,cluster_ordering,rotation,distance_consistency,silhouette_coefficient,trustworthiness,continuity,local_continuity,mrre_missing,mrre_false,label_preservation,file_name_1,file_name_2,config,TM
0.0,0.1,0.1974770689235856,0.203066048550529,0.0857142857142857,-142.377301144147,0.0015461573442473,0.0043691916027002,0.5175834907411732,0.5170868416225174,0.0001558571171762,0.5168172544097877,0.5173341142038961,0.6384850256609715,lyrics/random_seed_0/jitter_amount_0.0/mds_lyrics_nmf_n_topics_12_True_cosine_300_5ad95743651b7e9_3d277e052890f1a.npy,lyrics/random_seed_0/jitter_amount_0.1/mds_lyrics_nmf_n_topics_12_True_cosine_300_5ad95743651b7e9_fdc18a519855bef.npy,mds,nmf
0.0,0.1,0.2304261183680697,0.2364273106411917,-0.0857142857142857,65.80116574662955,0.0250113688040018,0.0078574288521937,0.5408130423070919,0.5406106158487397,0.0008184959789965,0.5412928612082814,0.5418403517954326,0.6446046904436652,lyrics/random_seed_0/jitter_amount_0.0/mds_lyrics_nmf_linear_combined_tfidf_n_topics_12_True_cosine_300_5ad95743651b7e9_3d277e052890f1a.npy,lyrics/random_seed_0/jitter_amount_0.1/mds_lyrics_nmf_linear_combined_tfidf_n_topics_12_True_cosine_300_5ad95743651b7e9_3d277e052890f1a.npy,mds,nmf_linear_combined_tfidf
0.0,0.1,0.6696493567173413,0.6784298632230716,0.2571428571428572,-153.3813388648935,0.0050932241928149,0.0072070467337883,0.8695896925177963,0.8684002738354647,0.0296627758464687,0.8690367547797099,0.867697345050771,0.6425128305073331,lyrics/random_seed_0/jitter_amount_0.0/mds_lyrics_nmf_tfidf_n_topics_12_True_cosine_300_5ad95743651b7e9_3d277e052890f1a.npy,lyrics/random_seed_0/jitter_amount_0.1/mds_lyrics_nmf_tfidf_n_topics_12_True_cosine_300_5ad95743651b7e9_3d277e052890f1a.npy,mds,nmf_tfidf
0.0,0.1,0.5976823559578746,0.6104335500644346,0.942857142857143,25.52487087933717,0.0723055934515689,0.0189000442624092,0.8331122632666289,0.8202020524269481,0.0212953361011299,0.8333992866074015,0.820800011658785,0.6421100500227032,lyrics/random_seed_0/jitter_amount_0.0/umap_lyrics_nmf_linear_combined_n_topics_12_15_0.1_cosine_1.0_1.0_1_1.0_5_5ad95743651b7e9_3d277e052890f1a.npy,lyrics/random_seed_0/jitter_amount_0.1/umap_lyrics_nmf_linear_combined_n_topics_12_15_0.1_cosine_1.0_1.0_1_1.0_5_5ad95743651b7e9_fdc18a519855bef.npy,umap,nmf_linear_combined
0.0,0.1,0.587204992287229,0.5717652458269997,1.0,-65.73550415800851,0.0241018644838562,0.0016248598694801,0.8058954624099859,0.8102869838159616,0.020242909673533,0.8076401678404418,0.8111260355361669,0.6685376469823597,lyrics/random_seed_0/jitter_amount_0.0/umap_lyrics_nmf_linear_combined_tfidf_n_topics_12_15_0.1_cosine_1.0_1.0_1_1.0_5_5ad95743651b7e9_3d277e052890f1a.npy,lyrics/random_seed_0/jitter_amount_0.1/umap_lyrics_nmf_linear_combined_tfidf_n_topics_12_15_0.1_cosine_1.0_1.0_1_1.0_5_5ad95743651b7e9_fdc18a519855bef.npy,umap,nmf_linear_combined_tfidf
0.0,0.1,0.4153027489355099,0.4159405051766163,0.7142857142857143,-38.10718644182737,0.0517507958162801,0.0176160652190446,0.7459544611915566,0.7677646759537173,0.0156823951539461,0.7477672752798545,0.7690855476052308,0.660092249723867,lyrics/random_seed_0/jitter_amount_0.0/umap_lyrics_nmf_tfidf_n_topics_12_15_0.1_cosine_1.0_1.0_1_1.0_5_5ad95743651b7e9_3d277e052890f1a.npy,lyrics/random_seed_0/jitter_amount_0.1/umap_lyrics_nmf_tfidf_n_topics_12_15_0.1_cosine_1.0_1.0_1_1.0_5_5ad95743651b7e9_fdc18a519855bef.npy,umap,nmf_tfidf
0.0,0.1,0.6218662822369975,0.6279314541699577,1.0,52.13095155891535,0.0032742155525238,0.0014753453433513,0.8255855283014967,0.8269704464089649,0.0618202500230425,0.830382632863132,0.8310328333082119,0.6373806275579453,lyrics/random_seed_0/jitter_amount_0.0/tsne_lyrics_doc2vec_n_topics_12_30.0_12.0_auto_250_random_barnes_hut_0.5_cosine_5ad95743651b7e9_3d277e052890f1a.npy,lyrics/random_seed_0/jitter_amount_0.1/tsne_lyrics_doc2vec_n_topics_12_30.0_12.0_auto_250_random_barnes_hut_0.5_cosine_5ad95743651b7e9_fdc18a519855bef.npy,tsne,doc2vec
0.0,0.1,0.2210084063603583,0.2293817582773314,-0.2,-171.14491146900585,0.0019099590723055,0.0008113727464532,0.5483681904105161,0.5471054901990287,0.0025335612684137,0.5493680728289079,0.5461390150828789,0.6470343662703378,lyrics/random_seed_0/jitter_amount_0.0/mds_lyrics_doc2vec_n_topics_12_True_cosine_300_5ad95743651b7e9_3d277e052890f1a.npy,lyrics/random_seed_0/jitter_amount_0.1/mds_lyrics_doc2vec_n_topics_12_True_cosine_300_5ad95743651b7e9_fdc18a519855bef.npy,mds,doc2vec
0.0,0.1,0.2210084063603583,0.2293817582773314,-0.2,-171.14491146900585,0.0019099590723055,0.0008113727464532,0.5483681904105161,0.5471054901990287,0.0025335612684137,0.5493680728289079,0.5461390150828789,0.6470343662703378,lyrics/random_seed_0/jitter_amount_0.0/mds_lyrics_doc2vec_n_topics_12_True_cosine_150_5ad95743651b7e9_3d277e052890f1a.npy,lyrics/random_seed_0/jitter_amount_0.1/mds_lyrics_doc2vec_n_topics_12_True_cosine_150_5ad95743651b7e9_fdc18a519855bef.npy,mds,doc2vec
0.0,0.1,0.146030571999268,0.1330843378324254,1.0,173.83545728047605,0.0490222828558435,0.0343107523281485,0.6287524339839303,0.5763895243006618,0.001026382680744,0.6369218535678598,0.5757379076046302,0.7550445007470861,lyrics/random_seed_0/jitter_amount_0.0/som_lyrics_lda_n_topics_12_alpha_auto_iterations_1000_topic_threshold_0.0_10_5_5ad95743651b7e9_3d277e052890f1a.npy,lyrics/random_seed_0/jitter_amount_0.1/som_lyrics_lda_n_topics_12_alpha_auto_iterations_1000_topic_threshold_0.0_10_5_5ad95743651b7e9_fdc18a519855bef.npy,som,lda
